"id","name","Відомчий.код.ПС","river","Назва.лабораторіҝ","lat","lon","date","key","value","norm","doc","mean","dev","size","last_date"
27222,"р. Дністер, 936 км, м. Заліщики, в/з, прав. берег, 50 м нижче мосту через річку по дорозі Чернівці - Тернопіль","ЧЕР ДНЕСТР 0000 0000 0000 0000 0000 0936 08 77","Дністер","Басейнова лабораторія моніторингу вод та ҙрунтів  БУВР Пруту та Сірету",48.63404,25.76609,2018-04-03,"Азот.загальний..мг.дм3",1.7,NA,NA,1.21,NA,NA,2018-04-03
27223,"р. Дністер, 900 км, с. Митків, правий берег, 200 м вище станціҝ першого підйому в/з м. Чернівці","ЧЕР ДНЕСТР 0000 0000 0000 0000 0000 0900 09 77","Дністер","Басейнова лабораторія моніторингу вод та ҙрунтів  БУВР Пруту та Сірету",48.61134,26.0233,2018-04-03,"Азот.загальний..мг.дм3",1.62,NA,NA,1.1,NA,NA,2018-04-03
27224,"р. Дністер, 826 км, м. Хотин, в/з, лівий берег, 600 м вище мосту дороги Чернівці-Камян.-Под.","ЧЕР ДНЕСТР 0000 0000 0000 0000 0000 0826 10 77","Дністер","Басейнова лабораторія моніторингу вод та ҙрунтів  БУВР Пруту та Сірету",48.54735,26.48316,2018-03-27,"Азот.загальний..мг.дм3",1.3,NA,NA,1.04,NA,NA,2018-03-27
27226,"р. Дністер, 708 км, с. Кормань, Дністровське вдсх., пр. берег, безпосередньо в районі насосноҝ станціҝ водозабору","ЧЕР ДНЕСТР 0000 0000 0000 0000 0000 0708 11 77","Дністер","Лабораторія моніторингу вод Новодністровського РУВР БУВР Пруту та Сірету",48.57879,27.17489,2018-04-02,"Азот.загальний..мг.дм3",1.59,NA,NA,0.98,NA,NA,2018-04-02
27227,"р. Дністер, 675 км, Дністровське вдсх, в/б'әф, пр. берег, 500 м вище греблі ГЕС - 1","ЧЕР ДНЕСТР 0000 0000 0000 0000 0000 0675 13 77","Дністер","Лабораторія моніторингу вод Новодністровського РУВР БУВР Пруту та Сірету",48.59569,27.44543,2018-04-03,"Азот.загальний..мг.дм3",1.8,NA,NA,1.14,NA,NA,2018-04-03
27228,"р. Дністер, 674 км, Дністровське вдсх, н/б'әф, пр. берег, 500 м нижче греблі ГЕС - 1","ЧЕР ДНЕСТР 0000 0000 0000 0000 0000 0674 14 77","Дністер","Лабораторія моніторингу вод Новодністровського РУВР БУВР Пруту та Сірету",48.58978,27.45564,2018-04-03,"Азот.загальний..мг.дм3",1.84,NA,NA,1.16,NA,NA,2018-04-03
27229,"р. Дністер, 658 км, с. Наславча, кордон з Молдовою, н/б'ф Нижньодністровськоҝ ГЕС","ЧЕР ДНЕСТР 0000 0000 0000 0000 0000 0658 15 77","Дністер","Лабораторія моніторингу вод Новодністровського РУВР БУВР Пруту та Сірету",48.491594,27.578839,2018-02-07,"Азот.загальний..мг.дм3",0.82,NA,NA,1.12,NA,NA,2018-02-07
27230,"р. Дністер, 631 км, м. Могилів – Подільський, (міст), Вінницька обл., митний перехід з Республікою Молдова","ЧЕР ДНЕСТР 0000 0000 0000 0000 0000 0631 16 05","Дністер","Лабораторія моніторингу вод Новодністровського РУВР БУВР Пруту та Сірету",48.444328,27.790794,2018-02-07,"Азот.загальний..мг.дм3",0.21,NA,NA,1.14,NA,NA,2018-02-07
27231,"р. Дністер, 550 км, с. Цикинівка, Ямпільський р-н, Вінницькоҝ обл. кордон з Молдовою, лівий берег, після скиду з очисних споруд м. Сороки (Молдова)","ЧЕР ДНЕСТР 0000 0000 0000 0000 0000 0550 16 05","Дністер","Лабораторія моніторингу вод Новодністровського РУВР БУВР Пруту та Сірету",48.16225,28.3099,2018-02-07,"Азот.загальний..мг.дм3",1.31,NA,NA,1.25,NA,NA,2018-02-07
27303,"р. Сірет, 418 км, с. Черепківці, міст, прикордонна зона з Румуніәю","ЧЕР ДУНАЙ 0181 0000 0000 0000 0000 0418 02 77","Дунай","Басейнова лабораторія моніторингу вод та ҙрунтів  БУВР Пруту та Сірету",48.01423,25.96489,2018-04-04,"Азот.загальний..мг.дм3",1.31,NA,NA,0.71,NA,NA,2018-04-04
27304,"р. Сірет, 448 км, м. Сторожинець, в/з","ЧЕР ДУНАЙ 0181 0000 0000 0000 0000 0448 01 77","Дунай","Басейнова лабораторія моніторингу вод та ҙрунтів  БУВР Пруту та Сірету",48.15054,25.71462,2018-03-07,"Азот.загальний..мг.дм3",1.23,NA,NA,0.94,NA,NA,2018-03-07
27307,"р. Прут, 790 км, смт. Неполоківці,, кордон Ів.-Франківськоҝ і Чернівецькоҝ обл.","ЧЕР ДУНАЙ 0174 0000 0000 0000 0000 0790 03 77","Дунай","Басейнова лабораторія моніторингу вод та ҙрунтів  БУВР Пруту та Сірету",48.37221,25.64033,2018-04-03,"Азот.загальний..мг.дм3",1.52,NA,NA,0.84,NA,NA,2018-04-03
27308,"р. Прут, 772 км, с.Ленківці, в/з м. Чернівці, лівий берег, 500 м вище мосту по дорозі на Чернівці","ЧЕР ДУНАЙ 0174 0000 0000 0000 0000 0772 04 77","Дунай","Басейнова лабораторія моніторингу вод та ҙрунтів  БУВР Пруту та Сірету",48.3213,25.89839,2018-02-06,"Азот.загальний..мг.дм3",0.88,NA,NA,0.75,NA,NA,2018-02-06
27309,"р. Прут, 759 км, с. Магала, лівий берег, 3 км нижче мосту по дорозі Чернівці-Хотин, 600 м нище скиду стічних вод м. Чернівці","ЧЕР ДУНАЙ 0174 0000 0000 0000 0000 0759 05 77","Дунай","Басейнова лабораторія моніторингу вод та ҙрунтів  БУВР Пруту та Сірету",48.26013,26.62998,2018-04-04,"Азот.загальний..мг.дм3",1.87,NA,NA,1.35,NA,NA,2018-04-04
27310,"р. Прут, 712 км, с. Тарасівці, (міст) – Орофтяни, прикордонна зона з Румуніәю","ЧЕР ДУНАЙ 0174 0000 0000 0000 0000 0712 06 77","Дунай","Басейнова лабораторія моніторингу вод та ҙрунтів  БУВР Пруту та Сірету",48.18574,26.33287,2018-04-04,"Азот.загальний..мг.дм3",1.47,NA,NA,0.89,NA,NA,2018-04-04
27311,"р. Прут, 697 км, с. Костичани, кордон з Румуніәю та Молдовою, 200 м нижче впадіння в р. Прут р. Черлена","ЧЕР ДУНАЙ 0174 0000 0000 0000 0000 0697 07 77","Дунай","Басейнова лабораторія моніторингу вод та ҙрунтів  БУВР Пруту та Сірету",48.21773,26.4982,2018-02-07,"Азот.загальний..мг.дм3",1.07,NA,NA,0.82,NA,NA,2018-02-07
27312,"р. Прут, 678 км, с. Мамалига, прикордонна зона з Румуніәю та Республікою Молдова.","ЧЕР ДУНАЙ 0174 0000 0000 0000 0000 0678 08 77","Дунай","Басейнова лабораторія моніторингу вод та ҙрунтів  БУВР Пруту та Сірету",48.26013,26.62998,2017-08-02,"Азот.загальний..мг.дм3",0.454,NA,NA,0.86,NA,NA,2017-08-02
26960,"р. Уж, 172 км, м. Коростень, питний в/з","ЧЕР ДНЕПР 0981 0028 0000 0000 0000 0172 01 18","Дніпро","Лабораторія моніторингу вод та ҙрунтів Житомирського ОВР",50.940514,28.626456,2017-11-14,"БСК5..МгО.дм3",2.78,3,"ОБУВ",2.81,-0.19,0.936666666666667,2017-11-14
26957,"р. Уборть, 120 км, с. Рудня Хочинська, кордон з Білоруссю","ЧЕР ДНЕПР 0981 0280 0000 0000 0000 0122 01 18","Дніпро","Лабораторія моніторингу вод та ҙрунтів Житомирського ОВР",51.437225,27.897381,2018-02-08,"БСК5..МгО.дм3",3.36,3,"ОБУВ",3.23,0.23,1.07666666666667,2018-02-08
26952,"р. Случ, 155 км, с. Устя, кордон Рівненськоҝ і Житомирськоҝ обл-й","ЧЕР ДНЕПР 0981 0412 0105 0000 0000 0155 03 56","Дніпро","Лабораторія моніторингу вод та ҙрунтів Рівненського ОВР",50.800106,27.201139,2017-12-12,"БСК5..МгО.дм3",3.94,3,"ОБУВ",3.03,0.0299999999999998,1.01,2017-12-12
26956,"р. Льва, 100 км, с. Переброди, кордон з Білоруссю","ЧЕР ДНЕПР 0981 0339 0043 0000 0000 0100 01 56","Дніпро","Лабораторія моніторингу вод та ҙрунтів Рівненського ОВР",51.727239,26.981306,2015-08-05,"БСК5..МгО.дм3",5.3,3,"ОБУВ",3.42,0.42,1.14,2015-08-05
26953,"р. Случ, 4 км, с.Колки","ЧЕР ДНЕПР 0981 0412 0105 0000 0000 0038 04 56","Дніпро","Лабораторія моніторингу вод та ҙрунтів Рівненського ОВР",51.597286,26.640075,2018-02-01,"БСК5..МгО.дм3",2.24,3,"ОБУВ",3.78,0.78,1.26,2018-02-01
26955,"р. Ствига, 95 км, с. Познань, кордон з Білоруссю","ЧЕР ДНЕПР 0981 0339 0000 0000 0000 0095 01 56","Дніпро","Лабораторія моніторингу вод та ҙрунтів Рівненського ОВР",51.602792,27.478933,2015-11-03,"БСК5..МгО.дм3",2.84,3,"ОБУВ",3.6,0.6,1.2,2015-11-03
26954,"р. Хомора, 52 км, м. Полонне, питний в/з міста","ЧЕР ДНЕПР 0981 0412 0105 0268 0000 0052 01 68","Дніпро","Лабораторія моніторингу вод та ҙрунтів Хмельницького облводресурсів",50.082869,27.488553,2013-10-31,"БСК5..МгО.дм3",2.37,3,"ОБУВ",2.99,-0.00999999999999979,0.996666666666667,2013-10-31
26951,"р. Случ, 203 км, м. Новоград-Волинський, питний в/з","ЧЕР ДНЕПР 0981 0412 0105 0000 0000 0203 02 18","Дніпро","Лабораторія моніторингу вод та ҙрунтів Житомирського ОВР",50.574561,27.650556,2015-12-14,"БСК5..МгО.дм3",2.78,3,"ОБУВ",2.9,-0.1,0.966666666666667,2015-12-14
26950,"р. Случ, 406 км, с.Чернелівка, Красилівського р-ну, питний в/з м. Хмельницький","ЧЕР ДНЕПР 0981 0412 0105 0000 0000 0406 01 68","Дніпро","Лабораторія моніторингу вод та ҙрунтів Хмельницького облводресурсів",49.673178,26.825783,2018-04-17,"БСК5..МгО.дм3",6.6,3,"ОБУВ",3.26,0.26,1.08666666666667,2018-04-17
26949,"р. Устя, 24 км, м. Рівне, 2 км нижче міста, вплив ВУЖКГ","ЧЕР ДНЕПР 0981 0412 0302 0000 0000 0024 01 56","Дніпро","Лабораторія моніторингу вод та ҙрунтів Рівненського ОВР",50.651267,26.246128,2013-12-04,"БСК5..МгО.дм3",4.43,3,"ОБУВ",4.89,1.89,1.63,2013-12-04
26945,"р. Горинь, 478 км, м. Славута, зона впливу ХАЕС","ЧЕР ДНЕПР 0981 0412 0000 0000 0000 0478 05 68","Дніпро","Лабораторія моніторингу вод та ҙрунтів Хмельницького облводресурсів",50.282019,26.846494,2018-03-15,"БСК5..МгО.дм3",2.8,3,"ОБУВ",2.69,-0.31,0.896666666666667,2018-03-15
26946,"р. Горинь, 67 км, с. Висоцьк, кордон з Білоруссю","ЧЕР ДНЕПР 0981 0412 0000 0000 0000 0067 06 56","Дніпро","Лабораторія моніторингу вод та ҙрунтів Рівненського ОВР",51.707414,26.660258,2018-02-01,"БСК5..МгО.дм3",1.42,3,"ОБУВ",3.83,0.83,1.27666666666667,2018-02-01
26942,"р. Горинь, 602 км, смт. Ланівці, 602 км, техн.в/з селища","ЧЕР ДНЕПР 0981 0412 0000 0000 0000 0602 02 61","Дніпро","Лабораторія моніторингу вод та ҙрунтів Тернопільського облводресурсів",49.895,26.097,2015-12-01,"БСК5..МгО.дм3",2.86,3,"ОБУВ",2.74,-0.26,0.913333333333333,2015-12-01
26941,"р. Горинь, 639 км, м. Вишнівець, техн.в/з міста","ЧЕР ДНЕПР 0981 0412 0000 0000 0000 0639 01 61","Дніпро","Лабораторія моніторингу вод та ҙрунтів Тернопільського облводресурсів",49.893,25.737,2018-02-02,"БСК5..МгО.дм3",2.88,3,"ОБУВ",2.67,-0.33,0.89,2018-02-02
26939,"р. Стир, 48 км, смт. Зарічне, кордон з Білоруссю","ЧЕР ДНЕПР 0981 0491 0000 0000 0000 0048 07 56","Дніпро","Лабораторія моніторингу вод та ҙрунтів Рівненського ОВР",51.829736,26.149092,2018-02-01,"БСК5..МгО.дм3",1.99,3,"ОБУВ",3.78,0.78,1.26,2018-02-01
26940,"р. Іква, 85 км, м.Кременець, техн в/з ","ЧЕР ДНЕПР 0981 0491 0348 0000 0000 0085 01 61","Дніпро","Лабораторія моніторингу вод та ҙрунтів Тернопільського облводресурсів",50.169,25.719,2014-03-31,"БСК5..МгО.дм3",2.56,3,"ОБУВ",2.59,-0.41,0.863333333333333,2014-03-31
26936,"р. Стир, 152 км, с.Сопачів, нижче  РАЕС","ЧЕР ДНЕПР 0981 0491 0000 0000 0000 0152 04 56","Дніпро","Лабораторія моніторингу вод та ҙрунтів Рівненського ОВР",51.388872,25.879917,2017-03-06,"БСК5..МгО.дм3",4.17,3,"ОБУВ",3.99,0.99,1.33,2017-03-06
26937,"р. Стир, 152 км, зливові стічні води РАЕС","ЧЕР ДНЕПР 0981 0491 0000 0000 0000 0152 06 56","Дніпро","Лабораторія моніторингу вод та ҙрунтів Рівненського ОВР",51.315753,25.873481,2014-02-08,"БСК5..МгО.дм3",7.4,3,"ОБУВ",7.4,4.4,2.46666666666667,2014-02-08
26935,"р. Стир, 183 км, м. Вараш (Кузнәцовськ), водозабір РАЕС","ЧЕР ДНЕПР 0981 0491 0000 0000 0000 0183 03 56","Дніпро","Лабораторія моніторингу вод та ҙрунтів Рівненського ОВР",51.312822,25.883014,2018-04-02,"БСК5..МгО.дм3",4.16,3,"ОБУВ",3.76,0.76,1.25333333333333,2018-04-02
26934,"р. Стир, 308 км, м.Луцьк, питний в/з міста","ЧЕР ДНЕПР 0981 0491 0000 0000 0000 0416 02 07","Дніпро","Лабораторія моніторингу вод та ҙрунтів Волинського ОВР",50.734794,25.364917,2017-06-19,"БСК5..МгО.дм3",2.93,3,"ОБУВ",3.67,0.67,1.22333333333333,2017-06-19
26931,"р. Турія, 125 км, м.Ковель, питний в/з міста","ЧЕР ДНЕПР 0981 0675 0000 0000 0000 0125 01 07","Дніпро","Лабораторія моніторингу вод та ҙрунтів Волинського ОВР",51.200556,24.6921,2018-04-25,"БСК5..МгО.дм3",3.38,3,"ОБУВ",3.62,0.62,1.20666666666667,2018-04-25
26932,"р. Стохід, 19 км, м. Любешів, північно-східна околиця","ЧЕР ДНЕПР 0981 0603 0000 0000 0000 0019 01 07","Дніпро","Лабораторія моніторингу вод та ҙрунтів Волинського ОВР",51.768164,25.524961,2018-04-12,"БСК5..МгО.дм3",2.58,3,"ОБУВ",2.95,-0.0499999999999998,0.983333333333333,2018-04-12
26933,"р. Стир, 411 км, с. Вербень, кордон  Рівненськоҝ і Волинськоҝ обл.","ЧЕР ДНЕПР 0981 0491 0000 0000 0000 0411 01 56","Дніпро","Лабораторія моніторингу вод та ҙрунтів Рівненського ОВР",50.386908,25.206097,2017-12-07,"БСК5..МгО.дм3",2.21,3,"ОБУВ",3.39,0.39,1.13,2017-12-07
26925,"р. Прип'ять, 570 км, с. Сенчиці, кордон з Білоруссю","ЧЕР ДНЕПР 0981 0000 0000 0000 0000 0570 03 56","Дніпро","Лабораторія моніторингу вод та ҙрунтів Рівненського ОВР",51.882947,25.860703,2018-02-02,"БСК5..МгО.дм3",1.53,3,"ОБУВ",3.5,0.5,1.16666666666667,2018-02-02
26926,"р. Прип'ять, 60 км, с. Довляди, кордон з Білоруссю","ЧЕР ДНЕПР 0981 0000 0000 0000 0000 0060 04 32","Дніпро","Басейнова лабораторія моніторингу вод  Дніпровського БУВР",51.475711,29.946869,2018-03-27,"БСК5..МгО.дм3",2.1,3,"ОБУВ",3.96,0.96,1.32,2018-03-27
26929,"р. Прип'ять, 26 км, м.Чорнобиль","ЧЕР ДНЕПР 0981 0000 0000 0000 0000 0026 07 32","Дніпро","Басейнова лабораторія моніторингу вод  Дніпровського БУВР",51.274722,30.243544,2018-03-27,"БСК5..МгО.дм3",2.1,3,"ОБУВ",3.74,0.74,1.24666666666667,2018-03-27
26930,"р. Вижівка, 0,5 км, с. Якушів","ЧЕР ДНЕПР 0981 0703 0000 0000 0000 0001 01 07","Дніпро","Лабораторія моніторингу вод та ҙрунтів Волинського ОВР",51.685069,24.592669,2017-02-28,"БСК5..МгО.дм3",1.93,3,"ОБУВ",3.18,0.18,1.06,2017-02-28
26853,"р. Дніпро, 1116 км, с. Кам'янка, нижче села, Ріпкинського р-ну (кордон з Білоруссю)","ЧЕР ДНЕПР 0000 0000 0000 0000 0000 1116 01 74","Дніпро","Лабораторія моніторингу вод та ҙрунтів Деснянського БУВР",51.911397,30.821614,2018-02-06,"БСК5..МгО.дм3",1.72,3,"ОБУВ",1.96,-1.04,0.653333333333333,2018-02-06
26889,"р. Дніпро, 922 км, с.Козаровичі, Киҝвське водосховище","ЧЕР ДНЕПР 0000 0000 0000 0000 0000 0922 02 32","Дніпро","Басейнова лабораторія моніторингу вод  Дніпровського БУВР",50.759458,30.381558,2018-04-23,"БСК5..МгО.дм3",4,3,"ОБУВ",3.81,0.81,1.27,2018-04-23
26921,"р. Дніпро, 897 км, м.Вишгород, н/б Киҝвськоҝ ГЕС, питний водозабір м.Киҝв","ЧЕР ДНЕПР 0000 0000 0000 0000 0000 0897 03 32","Дніпро","Басейнова лабораторія моніторингу вод  Дніпровського БУВР",50.560714,30.491367,2018-04-02,"БСК5..МгО.дм3",1.9,3,"ОБУВ",3.32,0.32,1.10666666666667,2018-04-02
26922,"р. Сож, 32 км, с. Ст. Яриловичі, Ріпкинського р-ну  (кордон з Білоруссю)","ЧЕР ДНЕПР 1121 0000 0000 0000 0000 0032 01 74","Дніпро","Лабораторія моніторингу вод та ҙрунтів Деснянського БУВР",52.046428,30.945367,2016-02-22,"БСК5..МгО.дм3",2.05,3,"ОБУВ",1.97,-1.03,0.656666666666667,2016-02-22
26923,"р. Прип'ять, 702 км, м. Ратне","ЧЕР ДНЕПР 0981 0000 0000 0000 0000 0702 01 07","Дніпро","Лабораторія моніторингу вод та ҙрунтів Волинського ОВР",51.673031,24.533364,2016-11-07,"БСК5..МгО.дм3",2.58,3,"ОБУВ",3.2,0.2,1.06666666666667,2016-11-07
26924,"р. Прип'ять, 616 км, с. Люб'язь","ЧЕР ДНЕПР 0981 0000 0000 0000 0000 0616 02 07","Дніпро","Лабораторія моніторингу вод та ҙрунтів Волинського ОВР",51.848625,25.472956,2015-03-18,"БСК5..МгО.дм3",3.07,3,"ОБУВ",3.34,0.34,1.11333333333333,2015-03-18
26961,"р. Уж, 15 км, с.Черевач, техн в/з м.Чорнобиль","ЧЕР ДНЕПР 0981 0028 0000 0000 0000 0015 02 32","Дніпро","Басейнова лабораторія моніторингу вод  Дніпровського БУВР",51.253706,30.222619,2018-03-27,"БСК5..МгО.дм3",2.3,3,"ОБУВ",3.18,0.18,1.06,2018-03-27
26963,"р. Тетерів, 259 км, м.Житомир, питний в/з міста","ЧЕР ДНЕПР 0955 0000 0000 0000 0000 0259 01 18","Дніпро","Лабораторія моніторингу вод та ҙрунтів Житомирського ОВР",50.220117,28.551319,2017-11-07,"БСК5..МгО.дм3",3.28,3,"ОБУВ",3.08,0.0800000000000001,1.02666666666667,2017-11-07
26964,"р. Тетерів, 175 км, м. Радомишль, 1 км нижче міста вплив ВУЖКГ","ЧЕР ДНЕПР 0955 0000 0000 0000 0000 0175 02 18","Дніпро","Лабораторія моніторингу вод та ҙрунтів Житомирського ОВР",50.502678,29.252831,2018-02-06,"БСК5..МгО.дм3",2.56,3,"ОБУВ",3.32,0.32,1.10666666666667,2018-02-06
26965,"р. Тетерів, 10 км, с. Оране, вплив зворотних та с/г вод м. Іванкова","ЧЕР ДНЕПР 0955 0000 0000 0000 0000 0010 03 32","Дніпро","Басейнова лабораторія моніторингу вод  Дніпровського БУВР",51.022,30.078,2018-03-27,"БСК5..МгО.дм3",2.2,3,"ОБУВ",3.35,0.35,1.11666666666667,2018-03-27
26966,"р. Гнилоп'ять, 59 км, м. Бердичів, питний в/з міста","ЧЕР ДНЕПР 0955 0258 0000 0000 0000 0059 01 18","Дніпро","Лабораторія моніторингу вод та ҙрунтів Житомирського ОВР",49.881761,28.574325,2018-02-13,"БСК5..МгО.дм3",3.36,3,"ОБУВ",3.5,0.5,1.16666666666667,2018-02-13
26967,"р. Ірша, 93 км, смт. Нова Борова, Іршанське вдсх. в/бәф, питний в/з селища","ЧЕР ДНЕПР 0955 0118 0000 0000 0000 0079 01 18","Дніпро","Лабораторія моніторингу вод та ҙрунтів Житомирського ОВР",50.697422,28.613625,2018-04-11,"БСК5..МгО.дм3",2.64,3,"ОБУВ",2.84,-0.16,0.946666666666667,2018-04-11
26968,"р. Ірша, 31 км, м. Малин, питний в/з міста","ЧЕР ДНЕПР 0955 0118 0000 0000 0000 0031 02 18","Дніпро","Лабораторія моніторингу вод та ҙрунтів Житомирського ОВР",50.764089,29.222356,2018-04-11,"БСК5..МгО.дм3",2.72,3,"ОБУВ",2.84,-0.16,0.946666666666667,2018-04-11
26969,"р. Возня, 8 км, с. Рудня Городищенська, питний в/забір м. Малин","ЧЕР ДНЕПР 0955 0118 0022 0000 0000 0008 01 18","Дніпро","Лабораторія моніторингу вод та ҙрунтів Житомирського ОВР",50.7092,29.286833,2018-04-11,"БСК5..МгО.дм3",2.56,3,"ОБУВ",3.09,0.0899999999999999,1.03,2018-04-11
26970,"р. Здвиж, 21 км, с. Феневичі","ЧЕР ДНЕПР 0955 0050 0000 0000 0000 0021 01 32","Дніпро","Басейнова лабораторія моніторингу вод  Дніпровського БУВР",50.818594,30.101083,2018-03-27,"БСК5..МгО.дм3",2.4,3,"ОБУВ",3.18,0.18,1.06,2018-03-27
26971,"р. Ірпінь, 28 км, смт. Гостомель, вплив вод р. Буча","ЧЕР ДНЕПР 0923 0000 0000 0000 0000 0028 01 32","Дніпро","Басейнова лабораторія моніторингу вод  Дніпровського БУВР",50.5516,30.285117,2018-04-23,"БСК5..МгО.дм3",4.3,3,"ОБУВ",3.79,0.79,1.26333333333333,2018-04-23
26972,"р. Ірпінь, 0,1 км, с.Козаровичі, гирло","ЧЕР ДНЕПР 0923 0000 0000 0000 0000 0001 02 32","Дніпро","Басейнова лабораторія моніторингу вод  Дніпровського БУВР",50.743942,30.366742,2018-04-23,"БСК5..МгО.дм3",6.1,3,"ОБУВ",4.21,1.21,1.40333333333333,2018-04-23
26973,"р. Кізка, 5 км, с.Демидів, вплив зворотних вод ""Агромарс""","ЧЕР ДНЕПР 0923 0005 0000 0000 0000 0005 01 32","Дніпро","Басейнова лабораторія моніторингу вод  Дніпровського БУВР",50.733508,30.318292,2018-04-23,"БСК5..МгО.дм3",35.9,3,"ОБУВ",6.51,3.51,2.17,2018-04-23
26974,"р. Дніпро, 870 км, м.Киҝв, гідропарк, техн в/з ТЕЦ-4","ЧЕР ДНЕПР 0000 0000 0000 0000 0000 0870 04 32","Дніпро","Басейнова лабораторія моніторингу вод  Дніпровського БУВР",50.442847,30.568525,2018-04-17,"БСК5..МгО.дм3",3,3,"ОБУВ",2.61,-0.39,0.87,2018-04-17
26975,"р. Дніпро, 867 км, м. Киҝв, Південний Ковш, техн в/з ТЕЦ-5","ЧЕР ДНЕПР 0000 0000 0000 0000 0000 0867 05 32","Дніпро","Басейнова лабораторія моніторингу вод  Дніпровського БУВР",50.393947,30.575969,2018-04-17,"БСК5..МгО.дм3",3,3,"ОБУВ",2.9,-0.1,0.966666666666667,2018-04-17
26976,"р. Дніпро, 855,5 км, водосховище, 500 м вище БСА","ЧЕР ДНЕПР 0000 0000 0000 0000 0000 0856 06 32","Дніпро","Басейнова лабораторія моніторингу вод  Дніпровського БУВР",50.322792,30.628642,2018-04-17,"БСК5..МгО.дм3",3.2,3,"ОБУВ",3.5,0.5,1.16666666666667,2018-04-17
26977,"р. Дніпро, 855 км, Скидний канал БСА","ЧЕР ДНЕПР 0000 0000 0000 0000 0000 0855 07 32","Дніпро","Басейнова лабораторія моніторингу вод  Дніпровського БУВР",50.325722,30.647628,2018-04-17,"БСК5..МгО.дм3",9.9,3,"ОБУВ",8.51,5.51,2.83666666666667,2018-04-17
26978,"р. Дніпро, 854,5 км, водосховище, 500 м нижче БСА","ЧЕР ДНЕПР 0000 0000 0000 0000 0000 0854 08 32","Дніпро","Басейнова лабораторія моніторингу вод  Дніпровського БУВР",50.3168,30.633358,2018-04-17,"БСК5..МгО.дм3",6.7,3,"ОБУВ",5.13,2.13,1.71,2018-04-17
26979,"р. Дніпро, 833 км, м. Украҝнка, нижче міста, вище в/з водоводу Біла Церква-Умань","ЧЕР ДНЕПР 0000 0000 0000 0000 0000 0833 09 32","Дніпро","Басейнова лабораторія моніторингу вод  Дніпровського БУВР",50.119808,30.801622,2018-03-19,"БСК5..МгО.дм3",2.2,3,"ОБУВ",3.13,0.13,1.04333333333333,2018-03-19
26980,"р. Дніпро, 795 км, м. Переяслав-Хмельницький, вище гирла р.Трубіж","ЧЕР ДНЕПР 0000 0000 0000 0000 0000 0795 10 32","Дніпро","Басейнова лабораторія моніторингу вод  Дніпровського БУВР",50.028,31.397,2018-02-20,"БСК5..МгО.дм3",2.2,3,"ОБУВ",2.74,-0.26,0.913333333333333,2018-02-20
26981,"р. Дніпро, 739 км, м. Канів, н/б Канівськоҝ ГЕС, 2 км нижче греблі","ЧЕР ДНЕПР 0000 0000 0000 0000 0000 0739 11 71","Дніпро","Лабораторія моніторингу вод та ҙрунтів  Черкаського РУВР Дніпровського БУВР",49.761,31.471,2018-04-16,"БСК5..МгО.дм3",2.6,3,"ОБУВ",2.56,-0.44,0.853333333333333,2018-04-16
26982,"р. Десна, 573 км, с. Мурав?ҝ, Новгород-Сіверського р-ну","ЧЕР ДНЕПР 0892 0000 0000 0000 0000 0573 01 74","Дніпро","Лабораторія моніторингу вод та ҙрунтів Деснянського БУВР",52.346925,33.397872,2018-03-13,"БСК5..МгО.дм3",2.05,3,"ОБУВ",2.03,-0.97,0.676666666666667,2018-03-13
26983,"р. Десна, 569 км, с. Камінь, Новгород-Сіверського р-ну (кордон з РФ) створ злиття р. Судость з  р. Десна","ЧЕР ДНЕПР 0892 0000 0000 0000 0000 0569 02 74","Дніпро","Лабораторія моніторингу вод та ҙрунтів Деснянського БУВР",52.286669,33.367956,2018-04-03,"БСК5..МгО.дм3",1.74,3,"ОБУВ",1.99,-1.01,0.663333333333333,2018-04-03
26984,"р. Десна, 390 км, с. Спаське, Сосницького р-ну нижче Смоленськоҝ АЕС","ЧЕР ДНЕПР 0892 0000 0000 0000 0000 0390 03 74","Дніпро","Лабораторія моніторингу вод та ҙрунтів Деснянського БУВР",51.550158,32.626108,2018-04-04,"БСК5..МгО.дм3",1.91,3,"ОБУВ",1.95,-1.05,0.65,2018-04-04
26985,"р. Десна, 350 км, смт. Макошино, Менського р-ну технічний в/з смт. Макошино","ЧЕР ДНЕПР 0892 0000 0000 0000 0000 0350 04 74","Дніпро","Лабораторія моніторингу вод та ҙрунтів Деснянського БУВР",51.452544,32.348008,2018-04-04,"БСК5..МгО.дм3",1.96,3,"ОБУВ",1.98,-1.02,0.66,2018-04-04
26986,"р. Десна, 200 км, м. Чернігів, технічний в/з міста","ЧЕР ДНЕПР 0892 0000 0000 0000 0000 0200 05 74","Дніпро","Лабораторія моніторингу вод та ҙрунтів Деснянського БУВР",51.394244,31.2712,2018-04-17,"БСК5..МгО.дм3",1.81,3,"ОБУВ",1.97,-1.03,0.656666666666667,2018-04-17
26987,"р. Десна, 55 км, с. Крехаҝв, Козелецького р-ну (кордон Чернігівськоҝ і Киҝвськоҝ обл.)","ЧЕР ДНЕПР 0892 0000 0000 0000 0000 0055 06 74","Дніпро","Лабораторія моніторингу вод та ҙрунтів Деснянського БУВР",50.843503,30.785319,2018-02-06,"БСК5..МгО.дм3",1.68,3,"ОБУВ",2,-1,0.666666666666667,2018-02-06
